 Ano; Código da IES; Nome da IES; Sigla da IES; Organização Acadêmica; Categoria Administrativa; Código do Curso; Código da Área; Área de Avaliação; Modalidade de Ensino; Código do Município; Município do Curso; Sigla da UF; Nº de Concluintes Inscritos; Nº de Concluintes Participantes; Nota Bruta - FG; Nota Padronizada - FG; Nota Bruta - CE; Nota Padronizada - CE; Conceito Enade (Contínuo); Concluintes participantes com nota no Enem; Proporção de concluintes participantes com nota no Enem; Nota Bruta - IDD; Nota Padronizada - IDD; Nota Bruta – Organização Didático-Pedagógica; Nota Padronizada - Organização Didático-Pedagógica; Nota Bruta – Infraestrutura e Instalações Físicas; Nota Padronizada - Infraestrutura e Instalações Físicas; Nota Bruta – Oportunidade de Ampliação da Formação; Nota Padronizada - Oportunidade de Ampliação da Formação; Nota Bruta - Mestres; Nota Padronizada - Mestres; Nota Bruta - Doutores; Nota Padronizada - Doutores; Nota Bruta – Regime de Trabalho; Nota Padronizada - Regime de Trabalho; CPC (Contínuo); CPC (Faixa)
2023;402;CENTRO UNIVERSITÁRIO DE BRASÍLIA;UNICEUB;Centro Universitário;Privada sem fins lucrativos;20067;6411;ENGENHARIA DE COMPUTAÇÃO I;Educação Presencial;5300108;Brasília;DF;29;26;48,03076923;1,893504795;34,83846154;2,021516126;1,99;19;0,730769231;-2,13049666;1,446;4,841119407;2,365;5,319436973;3,617;4,664666667;2,943;0,75;2,578;0,357142857;1,786;0,535714286;1,518;1,911;2
2023;387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Universidade;Comunitária/Confessional;20069;51;ZOOTECNIA;Educação Presencial;5002704;Campo Grande;MS;7;7;44,4;2,222672065;50,28571429;1,660181582;1,801;7;1;1,081575619;2,903;5,876623377;4,549;5,956043956;4,865;5,702380952;4,321;1;5;0,878787879;4,177;0,96969697;3,939;3,366;4
2023;571;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;Universidade;Pública Federal;20071;51;ZOOTECNIA;Educação Presencial;4106902;Curitiba;PR;50;44;55,91136364;4,319884063;59,98636364;3,421648391;3,646;38;0,863636364;0,955983229;2,855;4,873284802;0,88;4,584555043;0,66;4,239716312;0,986;1;5;1;5;1;5;3,352;4
2023;571;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;Universidade;Pública Federal;20072;6307;ENGENHARIA AMBIENTAL;Educação Presencial;4106902;Curitiba;PR;28;23;65,31304348;3,586263558;64,82173913;3,849896339;3,784;23;1;1,89376234;3,568;4,567452508;1,409;4,946848485;2,465;4,381333333;2,531;0,955555556;4,185;0,955555556;4,778;1;5;3,703;4
2023;124;UNIVERSIDADE DE ARARAQUARA;UNIARA;Universidade;Privada sem fins lucrativos;20086;6208;ENGENHARIA DE PRODUÇÃO;Educação Presencial;3503208;Araraquara;SP;52;41;44,18780488;1,611230443;34,27804878;2,483102299;2,265;30;0,731707317;-0,911423324;1,878;5,43655303;3,655;5,328117716;3,575;4,841666667;3,42;0,90625;3,906;0,46875;2,344;0,5625;2,188;2,457;3
2023;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Centro Universitário;Privada com fins lucrativos;20089;21;ARQUITETURA E URBANISMO;Educação Presencial;3545209;Salto;SP;45;39;52,75641026;2,379603318;53,82564103;2,270847313;2,298;24;0,615384615;0,700064006;2,959;5,78989899;4,424;5,676197876;4,314;5,446666667;4,249;0,928571429;4,196;0,214285714;1,071;0,5;1,25;2,718;3
2023;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;20091;23;ENFERMAGEM;Educação Presencial;3170107;Uberaba;MG;35;34;48,06176471;2,541737962;63,16470588;3,564379572;3,309;25;0,735294118;6,132500459;4,065;5,663101604;3,923;5,656108597;4,178;5,544117647;4,256;0,928571429;4,388;0,357142857;1,786;0,761904762;3,413;3,547;4
2023;763;CENTRO UNIVERSITÁRIO DE GOIÂNIA;UNICEUG;Centro Universitário;Privada com fins lucrativos;20096;5710;ENGENHARIA CIVIL;Educação Presencial;5208707;Goiânia;GO;12;4;43,975;1,813909774;26,425;1,108253778;1,285;4;1;-2,646815627;1,498;4,568181818;1,799;4,43349359;1,593;3,333333333;1,025;0,857142857;3,5;0,142857143;0,714;0;0;1,391;2
2023;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;Universidade;Comunitária/Confessional;20106;19;FARMÁCIA;Educação Presencial;4307005;Erechim;RS;20;20;51,145;2,917218404;52,065;3,121920205;3,071;20;1;3,463652246;3,308;5,822619048;4,387;5,792307692;4,495;5,46;4,14;1;5;0,8;4;0,6;2,333;3,579;4
2023;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;Universidade;Comunitária/Confessional;20107;21;ARQUITETURA E URBANISMO;Educação Presencial;4316808;Santa Cruz do Sul;RS;35;30;55,65666667;2,75353626;65,44666667;3,722323553;3,48;26;0,866666667;3,521425087;4,188;5,498535778;3,625;5,57239819;4,094;5,671568627;4,554;1;5;0,717948718;3,59;0,743589744;3,077;3,897;4
2023;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;Universidade;Comunitária/Confessional;20108;28;NUTRIÇÃO;Educação Presencial;4316808;Santa Cruz do Sul;RS;39;38;44,37368421;2,086556121;50,56578947;2,777881602;2,605;26;0,684210526;1,246583223;3,134;5,061400588;2,403;5,257545086;3,163;5,336842105;4,02;1;5;0,775;3,875;0,75;3,125;3,247;4
2023;374;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;FMU;Centro Universitário;Privada sem fins lucrativos;20110;6;ODONTOLOGIA;Educação Presencial;3550308;São Paulo;SP;296;260;41,72769231;1,681677551;40,82076923;1,08602018;1,235;97;0,373076923;-4,509613402;1,279;4,950841926;1,081;4,733389724;2,073;4,461442786;2,567;0,918918919;4,115;0,540540541;2,703;0,797297297;3,581;1,926;2
2023;595;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;Universidade;Pública Federal;20121;28;NUTRIÇÃO;Educação Presencial;3101607;Alfenas;MG;62;54;58,9462963;4,120619623;55,07407407;3,397882825;3,579;54;1;-0,544864625;2,356;4,505595238;0,866;4,829739057;2,105;4,386666667;2,615;1;5;0,948717949;4,744;1;5;3,238;4
2023;593;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;Centro Federal de Educação Tecnológica;Pública Federal;20137;6208;ENGENHARIA DE PRODUÇÃO;Educação Presencial;3304557;Rio de Janeiro;RJ;75;68;62,35588235;3,978098274;45,25735294;3,810097334;3,852;66;0,970588235;-1,085743339;1,782;4,823767436;2,192;4,947792023;2,769;4,962037037;3,585;0,961538462;4,551;0,846153846;4,231;1;5;3,138;4
2023;794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;UNIVAG;Centro Universitário;Privada sem fins lucrativos;20144;17;AGRONOMIA;Educação Presencial;5108402;Várzea Grande;MT;17;17;53,12941176;3,531278637;57,46470588;3,385048378;3,422;12;0,705882353;1,535177967;2,943;5,893048128;4,673;5,878822158;4,726;5,833333333;4,71;1;5;0,785714286;3,852;0,857142857;3,878;3,663;4
2023;515;Centro Universitário Anhanguera Pitágoras Unopar de Niterói;UNIAN-RJ;Centro Universitário;Privada com fins lucrativos;20145;36;FISIOTERAPIA;Educação Presencial;3303302;Niterói;RJ;25;21;39,80952381;1,332120109;48,55238095;1,617333843;1,546;12;0,571428571;-6,353099634;0,735;4,930515493;1,681;4,991709402;2,735;4,005;2,221;0,921052632;4,289;0,842105263;4,211;0,921052632;4,447;2,172;3
2023;515;Centro Universitário Anhanguera Pitágoras Unopar de Niterói;UNIAN-RJ;Centro Universitário;Privada com fins lucrativos;20146;28;NUTRIÇÃO;Educação Presencial;3303302;Niterói;RJ;29;25;43,948;2,027138584;48,344;2,472330308;2,361;13;0,52;0,202149943;2,68;5,606060606;3,91;5,37037037;3,442;4,785185185;3,204;0,897435897;3,718;0,820512821;4,103;0,948717949;4,615;3,196;4
2023;515;Centro Universitário Anhanguera Pitágoras Unopar de Niterói;UNIAN-RJ;Centro Universitário;Privada com fins lucrativos;20148;21;ARQUITETURA E URBANISMO;Educação Presencial;3303302;Niterói;RJ;19;10;54,43;2,595380907;50,54;1,860467883;2,044;6;0,6;-1,006738995;2,216;4,690082645;1,407;4,777777778;2,41;3,348484848;1,401;0,965517241;4,612;0,931034483;4,655;0,965517241;4,741;2,845;3
2023;5439;CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS;UNICEPLAC;Centro Universitário;Privada com fins lucrativos;20152;21;ARQUITETURA E URBANISMO;Educação Presencial;5300108;Brasília;DF;21;17;56,21764706;2,825864019;59;2,917129262;2,894;16;0,941176471;3,526620946;4,19;5,983253589;4,954;5,955465587;4,906;5,99122807;4,988;1;5;0,5;2,5;1;5;3,912;4
2023;83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;Universidade;Comunitária/Confessional;20179;6307;ENGENHARIA AMBIENTAL;Educação Presencial;4208203;Itajaí;SC;12;12;63,75833333;3,415126359;59,29166667;3,245434258;3,288;11;0,916666667;2,746053491;4,053;5,128787879;2,816;5,361111111;3,462;4,986111111;3,453;0,931034483;3,736;0,586206897;2,931;0,689655172;2,983;3,49;4
2023;76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Universidade;Pública Municipal;20229;19;FARMÁCIA;Educação Presencial;4202404;Blumenau;SC;18;18;54,31666667;3,350533521;59,15;3,968844909;3,814;18;1;4,174344014;3,501;5,444444444;3,082;5,342916343;3,401;5,37037037;3,997;0,978723404;4,74;0,744680851;3,723;0,617021277;2,447;3,587;4
2023;494;UNIVERSIDADE DO SUL DE SANTA CATARINA;UNISUL;Universidade;Comunitária/Confessional;20248;5806;ENGENHARIA ELÉTRICA;Educação Presencial;4211900;Palhoça;SC;31;30;51,15333333;2,673849607;38,43666667;2,814215686;2,779;11;0,366666667;-1,009072653;2,085;4,837343481;2,648;5,099639071;3,222;4,958888889;3,542;1;5;0,583333333;2,917;1;5;2,921;3
2023;494;UNIVERSIDADE DO SUL DE SANTA CATARINA;UNISUL;Universidade;Comunitária/Confessional;20249;12;MEDICINA;Educação Presencial;4218707;Tubarão;SC;142;142;63,2556338;2,197072326;59,47816901;1,761427756;1,87;123;0,866197183;-1,223838196;1,905;5,345853677;3,237;5,261581142;3,413;5,128169014;3,55;1;5;0,804878049;3,975;0,926829268;4,056;2,818;3
2023;494;UNIVERSIDADE DO SUL DE SANTA CATARINA;UNISUL;Universidade;Comunitária/Confessional;20250;6;ODONTOLOGIA;Educação Presencial;4218707;Tubarão;SC;25;25;42,508;1,776989525;47,72;2,027840935;1,965;15;0,6;-1,743536503;2,016;5,234285714;2,14;4,983076923;2,65;4,620666667;2,819;1;5;0,913043478;4,565;0,608695652;2,261;2,691;3
2023;1355;FACULDADES INTEGRADAS DE JAHU;FIJ;Faculdade;Privada sem fins lucrativos;20259;23;ENFERMAGEM;Educação Presencial;3525300;Jaú;SP;23;22;42,54090909;1,858170472;44,09090909;1,534820432;1,616;12;0,545454545;-1,899154864;2,058;4,428702611;0;4,156389065;0,595;3,996212121;1,73;0,92;4,314;0,64;3,2;0,44;1,267;2,015;3
2023;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Universidade;Pública Estadual;20274;36;FISIOTERAPIA;Educação Presencial;2918001;Jequié;BA;42;42;56,68095238;3,607771771;68,85952381;3,94626181;3,862;42;1;6,162122248;4,229;5,222531437;2,587;4,803174603;2,311;4,761904762;3,276;0,915492958;4,239;0,605633803;3,028;1;5;3,791;4
2023;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Universidade;Pública Estadual;20275;6002;ENGENHARIA DE ALIMENTOS;Educação Presencial;2916401;Itapetinga;BA;14;14;50,20714286;2,054729612;42,56428571;2,072560725;2,068;14;1;2,052649368;3,531;4,917122351;1,21;4,618714619;1,646;4,261904762;1,138;0,976744186;4,128;0,697674419;2,421;1;5;2,899;3
2023;146;CENTRO UNIVERSITÁRIO DE RIO PRETO;UNIRP;Centro Universitário;Privada com fins lucrativos;20294;28;NUTRIÇÃO;Educação Presencial;3549805;São José do Rio Preto;SP;33;32;53,034375;3,295426221;50,325;2,744767062;2,882;19;0,59375;0,021462479;2,602;5,422766627;3,403;5,416896235;3,557;4,721717172;3,11;0,933333333;4,167;0,666666667;3,333;0,8;3,5;3,073;4
2023;146;CENTRO UNIVERSITÁRIO DE RIO PRETO;UNIRP;Centro Universitário;Privada com fins lucrativos;20300;21;ARQUITETURA E URBANISMO;Educação Presencial;3549805;São José do Rio Preto;SP;53;41;52,63658537;2,364154176;54,6195122;2,370002514;2,369;24;0,585365854;-1,210853822;2,128;5,193334217;2,788;4,785141049;2,426;4,594217687;3,092;0,739130435;2,065;0,260869565;1,304;0,217391304;0;1,977;3
2023;580;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;Universidade;Pública Federal;20306;27;FONOAUDIOLOGIA;Educação Presencial;2611606;Recife;PE;25;25;58,012;3,83084984;59,548;4,76620131;4,532;25;1;3,617726604;4,486;5,91974026;4,738;5,777902098;4,419;5,94;4,898;1;5;0,849462366;4,21;1;5;4,557;5
2023;482;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;UNESC;Universidade;Comunitária/Confessional;20313;6307;ENGENHARIA AMBIENTAL;Educação Presencial;4204608;Criciúma;SC;2;2;40,15;0,816401413;68,15;4,213690395;3,364;2;1;1,409131626;3,291;5,931818182;4,829;6;5;6;5;0,911111111;3,37;0,355555556;1,778;0,688888889;2,978;3,305;4
2023;482;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;UNESC;Universidade;Comunitária/Confessional;20314;5710;ENGENHARIA CIVIL;Educação Presencial;4204608;Criciúma;SC;51;44;50,74545455;2,662337662;38,66818182;2,373386879;2,446;39;0,886363636;-0,174263768;2,162;5,671372106;4,265;5,815635452;4,599;5,574637681;4,366;0,860465116;3,535;0,23255814;1,163;0,76744186;3,45;2,603;3
2023;1042;UNIVERSIDADE POSITIVO;UP;Universidade;Privada com fins lucrativos;20327;5710;ENGENHARIA CIVIL;Educação Presencial;4106902;Curitiba;PR;43;42;56,8047619;3,421649361;43,53571429;2,876366949;3,013;37;0,880952381;2,08050904;2,768;5,166289137;3,136;5,078075026;2,995;4,654263566;2,994;1;5;0,857142857;4,286;0,928571429;4,524;3,388;4
2023;1042;UNIVERSIDADE POSITIVO;UP;Universidade;Privada com fins lucrativos;20329;5806;ENGENHARIA ELÉTRICA;Educação Presencial;4106902;Curitiba;PR;44;41;45,43414634;1,903588733;33,84146341;2,138450502;2,08;36;0,87804878;-1,047626862;2,066;4,762609261;2,496;4,955354242;2,937;4,175193798;2,445;1;5;0,741935484;3,71;0,935483871;4,447;2,799;3
2023;1042;UNIVERSIDADE POSITIVO;UP;Universidade;Privada com fins lucrativos;20330;5902;ENGENHARIA MECÂNICA;Educação Presencial;4106902;Curitiba;PR;55;47;48,48510638;2,404146064;32,38085106;1,737118731;1,904;37;0,787234043;-4,000615166;0,756;4,699676754;2,039;4,585632621;2,053;4,512847222;2,937;1;5;0,821428571;4,107;1;5;2,34;3
2023;1042;UNIVERSIDADE POSITIVO;UP;Universidade;Privada com fins lucrativos;20331;36;FISIOTERAPIA;Educação Presencial;4106902;Curitiba;PR;27;27;52,39259259;3,029349319;63,64814815;3,348594348;3,269;18;0,666666667;1,794210593;3,01;5,856227106;4,554;5,832100592;4,623;5,587820513;4,426;1;5;0,794117647;3,971;0,941176471;4,588;3,705;4
2023;1042;UNIVERSIDADE POSITIVO;UP;Universidade;Privada com fins lucrativos;20332;28;NUTRIÇÃO;Educação Presencial;4106902;Curitiba;PR;18;18;56,27222222;3,747369004;63,3;4,529152163;4,334;14;0,777777778;5,547954978;5;5,717171717;4,218;5,923076923;4,81;5,527777778;4,302;1;5;0,964285714;4,821;1;5;4,754;5
2023;1129;CENTRO UNIVERSITÁRIO DO NORTE DE SÃO PAULO;UNORTE;Centro Universitário;Privada sem fins lucrativos;20350;6411;ENGENHARIA DE COMPUTAÇÃO I;Educação Presencial;3549805;São José do Rio Preto;SP;5;5;33,9;0;35,98;2,163189322;1,622;5;1;-1,154256258;1,837;5,954545455;4,897;5,983333333;4,966;5,566666667;4,332;0,882352941;3,86;0,235294118;1,176;1;5;2,532;3
2023;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;20360;12;MEDICINA;Educação Presencial;3170107;Uberaba;MG;142;137;65,08759124;2,540719637;68,06788321;3,282072065;3,097;131;0,95620438;1,339635949;2,747;5,14651991;2,699;4,991800162;2,833;4,511347518;2,524;0,786666667;3,497;0,426666667;1,988;0,893333333;3,625;2,82;3
2023;1196;UNIVERSIDADE CESUMAR;UNICESUMAR;Universidade;Privada com fins lucrativos;20365;6;ODONTOLOGIA;Educação Presencial;4115200;Maringá;PR;75;75;54,31066667;3,218645768;51,88533333;2,596454671;2,752;63;0,84;1,881375935;2,981;5,900577201;4,629;5,883076923;4,73;5,902222222;4,845;1;5;0,84375;4,219;0,96875;4,781;3,665;4
2023;756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;Universidade;Pública Estadual;20384;23;ENFERMAGEM;Educação Presencial;2203909;Floriano;PI;26;26;55,96538462;3,5203286;64,33846154;3,689273768;3,647;26;1;2,783106609;3,228;5,028671329;1,894;3,836628115;0;4,317307692;2,254;0,642857143;1,939;0,214285714;1,071;1;5;2,739;3
2023;669;UNIVERSIDADE NILTON LINS;UNINILTONLINS;Universidade;Privada sem fins lucrativos;20406;6;ODONTOLOGIA;Educação Presencial;1302603;Manaus;AM;4;2;50,4;2,740970919;49,35;2,250353833;2,373;1;0,5;;;5,772727273;4,151;5,592948718;4,059;4,666666667;2,892;0,5;0;0,25;1,25;0,392857143;0,75;2,135;3
2023;1365;CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO;UNASP;Centro Universitário;Comunitária/Confessional;20407;23;ENFERMAGEM;Educação Presencial;3550308;São Paulo;SP;48;48;52,14166667;3,046893056;61,12083333;3,34690005;3,272;32;0,666666667;5,700410069;3,957;5,898674242;4,676;5,855769231;4,655;5,619791667;4,38;0,775;3,071;0,325;1,625;0,825;3,833;3,494;4
2023;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;UNIFEV;Centro Universitário;Comunitária/Confessional;20416;36;FISIOTERAPIA;Educação Presencial;3557105;Votuporanga;SP;27;27;43,36666667;1,811914575;56,83703704;2,567460968;2,379;21;0,777777778;2,911459157;3,322;5,735000802;4,178;5,713437797;4,356;5,480246914;4,276;1;5;0,533333333;2,667;1;5;3,427;4
2023;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;UNIFEV;Centro Universitário;Comunitária/Confessional;20417;19;FARMÁCIA;Educação Presencial;3557105;Votuporanga;SP;20;19;39,88947368;1,37948124;46,07894737;2,406361158;2,15;11;0,578947368;3,798119473;3,399;5,580314422;3,551;5,599343639;4,025;5,111403509;3,585;1;5;0,476190476;2,381;0,857142857;4,048;3,213;4
2023;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;UNIFEV;Centro Universitário;Comunitária/Confessional;20418;6411;ENGENHARIA DE COMPUTAÇÃO I;Educação Presencial;3557105;Votuporanga;SP;6;6;50,48333333;2,222145211;34,75;2,010537408;2,063;6;1;-0,431599858;2,126;5,295454545;3,398;5,58974359;4,166;5,427777778;4,118;0,8;3,063;0,266666667;1,333;0,733333333;3;2,377;3
2023;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;UNIFEV;Centro Universitário;Comunitária/Confessional;20419;23;ENFERMAGEM;Educação Presencial;3557105;Votuporanga;SP;40;39;45,34358974;2,205185774;56,99487179;2,907874561;2,732;22;0,564102564;5,6028654;3,933;5,477224026;3,328;5,503977273;3,815;5,296666667;3,852;1;5;0,47826087;2,391;0,956521739;4,71;3,547;4
2023;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;UNIFEV;Centro Universitário;Comunitária/Confessional;20420;21;ARQUITETURA E URBANISMO;Educação Presencial;3557105;Votuporanga;SP;17;16;50,1625;2,045167891;46,84375;1,398803033;1,56;12;0,75;-2,68133496;1,487;5,596256684;3,893;5,769230769;4,511;5,009803922;3,656;0,846153846;3,269;0,307692308;1,538;0,538461538;1,538;2,033;3
2023;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;UNIFEV;Centro Universitário;Comunitária/Confessional;20421;28;NUTRIÇÃO;Educação Presencial;3557105;Votuporanga;SP;11;11;44,82727273;2,149868576;55,89090909;3,510217949;3,17;7;0,636363636;0,339682855;2,74;5,933884298;4,817;5,874125874;4,689;5,477272727;4,227;1;5;0,666666667;3,333;1;5;3,544;4
2023;578;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;Universidade;Pública Federal;20426;27;FONOAUDIOLOGIA;Educação Presencial;2927408;Salvador;BA;56;51;64,12941176;4,686723927;58,46078431;4,589819216;4,614;49;0,960784314;2,896445213;4,056;5,21165739;2,431;4,600445388;1,339;4,287202381;2,076;0,792857143;2,583;0,685714286;3,35;1;5;3,715;4
2023;594;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;CEFET/MG;Centro Federal de Educação Tecnológica;Pública Federal;20429;5710;ENGENHARIA CIVIL;Educação Presencial;3106200;Belo Horizonte;MG;83;65;63,46615385;4,256410256;48,42153846;3,381237168;3,6;63;0,969230769;0,630652601;2,378;4,41921945;1,466;4,344616572;1,4;4,670138889;3,018;0,984375;4,836;0,71875;3,594;1;5;3,085;4
2023;1173;FACULDADE ANHANGUERA DE BRASÍLIA;Anhanguera DF;Faculdade;Privada com fins lucrativos;20446;23;ENFERMAGEM;Educação Presencial;5300108;Brasília;DF;47;41;40,46097561;1,600642472;42,74634146;1,391750883;1,444;19;0,463414634;-0,982340498;2,287;5,821123573;4,428;5,733758666;4,364;5,115503876;3,557;0,872340426;3,906;0,638297872;3,191;1;5;2,875;3
2023;1173;FACULDADE ANHANGUERA DE BRASÍLIA;Anhanguera DF;Faculdade;Privada com fins lucrativos;20447;28;NUTRIÇÃO;Educação Presencial;5300108;Brasília;DF;16;14;43,37857143;1,947657029;46,15;2,170600758;2,115;7;0,5;0,920206387;2,992;5,554600788;3,768;5,619276557;4,058;5,102564103;3,673;0,944444444;4,306;0,805555556;4,028;0,944444444;4,583;3,318;4
2023;384;Universidade Evangélica de Goiás;UniEVANGÉLICA;Universidade;Privada sem fins lucrativos;20451;23;ENFERMAGEM;Educação Presencial;5201108;Anápolis;GO;62;56;49,325;2,698146069;52,04464286;2,381142391;2,46;47;0,839285714;1,386668893;2,879;5,386152547;3,037;5,377305443;3,512;4,66374269;2,82;1;5;0,642857143;3,214;1;5;3,206;4
2023;669;UNIVERSIDADE NILTON LINS;UNINILTONLINS;Universidade;Privada sem fins lucrativos;20459;19;FARMÁCIA;Educação Presencial;1302603;Manaus;AM;44;39;42;1,667822687;38,27435897;1,473418502;1,522;22;0,564102564;-2,6975633;1,638;5,868181818;4,545;5,740384615;4,368;5,604166667;4,369;0,740740741;1,831;0,296296296;1,481;0,592592593;2,284;2,077;3
2023;1379;Centro Universitário FAESA;;Centro Universitário;Privada sem fins lucrativos;20481;6;ODONTOLOGIA;Educação Presencial;3205309;Vitória;ES;61;60;57,51333333;3,609840786;53,43333333;2,807773669;3,008;51;0,85;2,968306377;3,27;5,742530693;4,038;5,825767129;4,597;5,342896175;3,961;1;5;0,607142857;3,036;1;5;3,583;4
2023;1196;UNIVERSIDADE CESUMAR;UNICESUMAR;Universidade;Privada com fins lucrativos;20521;36;FISIOTERAPIA;Educação Presencial;4115200;Maringá;PR;34;30;54,3;3,286624204;69,90333333;4,065971274;3,871;24;0,8;8,370392099;4,846;5,727272727;4,154;5,665012407;4,247;4,779569892;3,3;1;5;0,681818182;3,409;0,954545455;4,682;4,314;5
2023;1196;UNIVERSIDADE CESUMAR;UNICESUMAR;Universidade;Privada com fins lucrativos;20522;5;MEDICINA VETERINÁRIA;Educação Presencial;4115200;Maringá;PR;58;57;53,09649123;3,058496864;54,15614035;3,273789232;3,22;43;0,754385965;3,487579716;3,477;5,855472013;4,628;5,881241565;4,749;5,865497076;4,793;1;5;0,571428571;2,619;1;5;3,708;4
2023;1196;UNIVERSIDADE CESUMAR;UNICESUMAR;Universidade;Privada com fins lucrativos;20528;27;FONOAUDIOLOGIA;Educação Presencial;4115200;Maringá;PR;24;23;49,03043478;2,574258127;47,75217391;2,852530887;2,783;17;0,739130435;2,502815891;3,821;5,970355731;4,903;5,993311037;4,983;6;5;0,8;2,667;0,533333333;2,55;1;5;3,593;4
2023;244;CENTRO UNIVERSITÁRIO FIEO;UNIFIEO;Centro Universitário;Privada sem fins lucrativos;20546;36;FISIOTERAPIA;Educação Presencial;3534401;Osasco;SP;7;6;38,1;1,101536156;46,23333333;1,351373491;1,289;2;0,333333333;-1,668138176;2,043;4,79808287;1,27;4,745238095;2,181;2,916666667;0,706;0,470588235;0,235;0,176470588;0,882;0,411764706;0,882;1,411;2
2023;577;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;Universidade;Pública Federal;20560;19;FARMÁCIA;Educação Presencial;2704302;Maceió;AL;60;51;60,69411765;4,22182493;57,15294118;3,730121063;3,853;50;0,980392157;4,486705383;3,586;5,20974026;2,271;5,048871795;2,686;4,534666667;2,666;0,970588235;4,641;0,867647059;4,338;1;5;3,771;4
2023;385;UNIVERSIDADE SALVADOR;UNIFACS;Universidade;Privada com fins lucrativos;20575;21;ARQUITETURA E URBANISMO;Educação Presencial;2927408;Salvador;BA;206;173;56,98208092;2,924423237;54,46242775;2,35038253;2,494;143;0,826589595;-1,895048257;1,83;4,657241857;1,317;4,607928304;2,05;3,924456522;2,183;1;5;0,666666667;3,333;1;5;2,645;3
2023;527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC GOIÁS;Universidade;Comunitária/Confessional;20591;6208;ENGENHARIA DE PRODUÇÃO;Educação Presencial;5208707;Goiânia;GO;13;9;42,64444444;1,410167333;41,8;3,392230216;2,897;6;0,666666667;0,770301426;2,801;5,595454545;4,034;5,708682984;4,382;5,006666667;3,645;1;5;0,636363636;3,182;0,909090909;4,416;3,356;4
2023;527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC GOIÁS;Universidade;Comunitária/Confessional;20592;5806;ENGENHARIA ELÉTRICA;Educação Presencial;5208707;Goiânia;GO;5;5;47,68;2,206060606;33,5;2,088235294;2,118;4;0,8;-1,522374796;1,833;5,954545455;4,908;5,923076923;4,848;5,833333333;4,767;1;5;0,685714286;3,429;0,857142857;3,776;2,967;4
2023;527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC GOIÁS;Universidade;Comunitária/Confessional;20595;36;FISIOTERAPIA;Educação Presencial;5208707;Goiânia;GO;114;100;47,345;2,348520045;58,474;2,75519633;2,654;96;0,96;1,719668757;2,989;5,718020542;4,125;5,467193427;3,803;5,405065359;4,171;0,95505618;4,596;0,505617978;2,528;0,662921348;2,64;3,103;4
2023;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;20604;23;ENFERMAGEM;Educação Presencial;3170206;Uberlândia;MG;66;58;58,17586207;3,794019968;61,39482759;3,376054578;3,481;53;0,913793103;0,928878784;2,765;5,109704185;2,153;4,790904235;2,111;4,391525424;2,375;0,973684211;4,774;0,815789474;4,079;1;5;3,335;4
