CO_CURSO;SIGLA_IES;CO_IES;CO_GRUPO;NOME_CURSO;CO_MUNIC_CURSO;NOME_MUNIC_CURSO;CO_UF_CURSO
25564;;1412;5710;Engenharia Civil;3525904;JUNDIAI;35
25893;FIEL;1444;5806;Engenharia Elétrica;3526902;LIMEIRA;35
26021;FEI;1878;5902;Engenharia Mecânica;3548708;SAO BERNARDO DO CAMPO;35
26065;UCS;13;6008;Engenharia Química;4305108;CAXIAS DO SUL;43
26073;UNISINOS;14;5806;Engenharia Elétrica;4318705;SAO LEOPOLDO;43
26611;UFRJ;586;23;Enfermagem;3304557;RIO DE JANEIRO;33
27161;;1412;5814;Engenharia de Controle e Automação;3525904;JUNDIAI;35
27290;UERJ;547;5806;Engenharia Elétrica;3304557;RIO DE JANEIRO;33
27355;CEUN-IMT;1445;6002;Engenharia de Alimentos;3548807;SAO CAETANO DO SUL;35
28072;EEFTESM;194;23;Enfermagem;3304557;RIO DE JANEIRO;33
28663;UNISO;150;19;Farmácia;3552205;SOROCABA;35
29418;UPE;409;5806;Engenharia Elétrica;2611606;RECIFE;26
29445;PUC-RIO;528;5710;Engenharia Civil;3304557;RIO DE JANEIRO;33
29446;PUC-RIO;528;5806;Engenharia Elétrica;3304557;RIO DE JANEIRO;33
29496;CEFET/RJ;593;5806;Engenharia Elétrica;3304557;RIO DE JANEIRO;33
29595;UNISINOS;14;5902;Engenharia Mecânica;4318705;SAO LEOPOLDO;43
29685;UNIFRAN;496;6208;Engenharia de Produção;3516200;FRANCA;35
29738;UNISINOS;14;6002;Engenharia de Alimentos;4318705;SAO LEOPOLDO;43
30438;UTFPR;588;5806;Engenharia Elétrica;4106902;CURITIBA;41
30465;UPE;409;5806;Engenharia Elétrica;2611606;RECIFE;26
31061;UEG;47;5710;Engenharia Civil;5201108;ANAPOLIS;52
31419;UNISINOS;14;6208;Engenharia de Produção;4318705;SAO LEOPOLDO;43
31945;UFSC;585;6208;Engenharia de Produção;4205407;FLORIANOPOLIS;42
32118;FEI;1878;5806;Engenharia Elétrica;3548708;SAO BERNARDO DO CAMPO;35
32532;UNIPAM;3371;19;Farmácia;3148004;PATOS DE MINAS;31
32655;PUC-RIO;528;5814;Engenharia de Controle e Automação;3304557;RIO DE JANEIRO;33
32702;CEUN-IMT;1445;5806;Engenharia Elétrica;3548807;SAO CAETANO DO SUL;35
32798;;1412;5806;Engenharia Elétrica;3525904;JUNDIAI;35
32842;UNISINOS;14;5710;Engenharia Civil;4318705;SAO LEOPOLDO;43
32974;UMC;521;6008;Engenharia Química;3530607;MOGI DAS CRUZES;35
32975;PUC-RIO;528;6008;Engenharia Química;3304557;RIO DE JANEIRO;33
34449;FEI;1878;5806;Engenharia Elétrica;3548708;SAO BERNARDO DO CAMPO;35
34519;CEUN-IMT;1445;5902;Engenharia Mecânica;3548807;SAO CAETANO DO SUL;35
34621;FAG;1336;5814;Engenharia de Controle e Automação;4104808;CASCAVEL;41
34872;FEI;1878;6008;Engenharia Química;3548708;SAO BERNARDO DO CAMPO;35
34981;FEI;1878;5710;Engenharia Civil;3548708;SAO BERNARDO DO CAMPO;35
35550;UFSC;585;6208;Engenharia de Produção;4205407;FLORIANOPOLIS;42
36133;Área1 Wyden;1410;5806;Engenharia Elétrica;2927408;SALVADOR;29
36294;CEUN-IMT;1445;6008;Engenharia Química;3548807;SAO CAETANO DO SUL;35
36374;;1412;6208;Engenharia de Produção;3525904;JUNDIAI;35
37263;UCB;403;6307;Engenharia Ambiental;5300108;BRASILIA;53
37265;UFC;583;6208;Engenharia de Produção;2304400;FORTALEZA;23
37285;FUMEC;1557;5710;Engenharia Civil;3106200;BELO HORIZONTE;31
37286;FUMEC;1557;21;Arquitetura e Urbanismo;3106200;BELO HORIZONTE;31
37304;ESTÁCIO FMJ;1547;12;Medicina;2307304;JUAZEIRO DO NORTE;23
37308;;3603;5806;Engenharia Elétrica;3518800;GUARULHOS;35
37940;FAI;1292;36;Fisioterapia;3500105;ADAMANTINA;35
37942;FAI;1292;28;Nutrição;3500105;ADAMANTINA;35
37944;FAI;1292;6;Odontologia;3500105;ADAMANTINA;35
37979;FMU;374;55;Biomedicina;3550308;SAO PAULO;35
37983;FMU;374;19;Farmácia;3550308;SAO PAULO;35
37985;FMU;374;23;Enfermagem;3550308;SAO PAULO;35
37987;FMU;374;36;Fisioterapia;3550308;SAO PAULO;35
38026;URI;423;19;Farmácia;4308508;FREDERICO WESTPHALEN;43
38028;URI;423;19;Farmácia;4317509;SANTO ANGELO;43
38054;UFN;426;19;Farmácia;4316907;SANTA MARIA;43
38059;UFN;426;6307;Engenharia Ambiental;4316907;SANTA MARIA;43
38071;UNESC;482;12;Medicina;4204608;CRICIUMA;42
38083;Unopar;298;19;Farmácia;4101507;ARAPONGAS;41
38181;Univeritas UNG;481;19;Farmácia;3518800;GUARULHOS;35
38234;UENF;1027;5710;Engenharia Civil;3301009;CAMPOS DOS GOYTACAZES;33
38264;UNIVATES;1041;23;Enfermagem;4311403;LAJEADO;43
38297;CSJT;502;23;Enfermagem;3548500;SANTOS;35
38312;CEUN-IMT;1445;5814;Engenharia de Controle e Automação;3548807;SAO CAETANO DO SUL;35
38313;UNINOVAFAPI;1563;6;Odontologia;2211001;TERESINA;22
38315;UNINOVAFAPI;1563;23;Enfermagem;2211001;TERESINA;22
38328;FAG;1336;36;Fisioterapia;4104808;CASCAVEL;41
38341;UENF;1027;17;Agronomia;3301009;CAMPOS DOS GOYTACAZES;33
38409;PUCPR;10;28;Nutrição;4106902;CURITIBA;41
38509;UFJF;576;19;Farmácia;3136702;JUIZ DE FORA;31
38525;UNISC;295;19;Farmácia;4316808;SANTA CRUZ DO SUL;43
38549;UNIP;322;5710;Engenharia Civil;3509502;CAMPINAS;35
38551;UNIPÊ;352;21;Arquitetura e Urbanismo;2507507;JOAO PESSOA;25
38560;UNIARA;124;28;Nutrição;3503208;ARARAQUARA;35
38564;UNIARA;124;55;Biomedicina;3503208;ARARAQUARA;35
38569;UNIP;322;5710;Engenharia Civil;3543402;RIBEIRAO PRETO;35
38594;UFJF;576;6208;Engenharia de Produção;3136702;JUIZ DE FORA;31
38596;UFMG;575;19;Farmácia;3106200;BELO HORIZONTE;31
38610;UNIP;322;6208;Engenharia de Produção;3543402;RIBEIRAO PRETO;35
38612;UNIP;322;5814;Engenharia de Controle e Automação;3543402;RIBEIRAO PRETO;35
38640;UNIP;322;5710;Engenharia Civil;3550308;SAO PAULO;35
38651;UNIP;322;5902;Engenharia Mecânica;3550308;SAO PAULO;35
38699;UNIP;322;5806;Engenharia Elétrica;3550308;SAO PAULO;35
38703;UNIP;322;6411;Engenharia de Computação I;3550308;SAO PAULO;35
38731;UNIP;322;5710;Engenharia Civil;3547304;SANTANA DE PARNAIBA;35
38771;UNIP;322;19;Farmácia;3550308;SAO PAULO;35
38787;Unopar;298;6;Odontologia;4113700;LONDRINA;41
38800;Unopar;298;5806;Engenharia Elétrica;4113700;LONDRINA;41
38850;UNIP;322;6208;Engenharia de Produção;3509502;CAMPINAS;35
38994;UFJF;576;23;Enfermagem;3136702;JUIZ DE FORA;31
39005;NEWTON PAIVA;343;36;Fisioterapia;3106200;BELO HORIZONTE;31
39087;UFV;8;5806;Engenharia Elétrica;3171303;VICOSA;31
39141;UNIG;330;6;Odontologia;3302205;ITAPERUNA;33
39235;UEG;47;51;Zootecnia;5220108;SAO LUIS DE MONTES BELOS;52
39365;CEULP;453;23;Enfermagem;1721000;PALMAS;17
39409;UNIP;322;5814;Engenharia de Controle e Automação;3547304;SANTANA DE PARNAIBA;35
39413;UNIP;322;6208;Engenharia de Produção;3547304;SANTANA DE PARNAIBA;35
39415;UNIDERP;671;12;Medicina;5002704;CAMPO GRANDE;50
39431;UNIMAR;420;55;Biomedicina;3529005;MARILIA;35
39454;FEEVALE;23;55;Biomedicina;4313409;NOVO HAMBURGO;43
39516;PUCRS;21;36;Fisioterapia;4314902;PORTO ALEGRE;43
39579;UNICSUL;221;5806;Engenharia Elétrica;3550308;SAO PAULO;35
39643;UNILUS;226;23;Enfermagem;3548500;SANTOS;35
39745;FEEVALE;23;28;Nutrição;4313409;NOVO HAMBURGO;43
39755;USJT;203;5902;Engenharia Mecânica;3550308;SAO PAULO;35
39789;FUMEC;1557;5710;Engenharia Civil;3106200;BELO HORIZONTE;31
39925;FEEVALE;23;23;Enfermagem;4313409;NOVO HAMBURGO;43
39975;FEEVALE;23;19;Farmácia;4313409;NOVO HAMBURGO;43
40071;UNIFOR;555;6208;Engenharia de Produção;2304400;FORTALEZA;23
40095;UNIFOR;555;5814;Engenharia de Controle e Automação;2304400;FORTALEZA;23
40149;UFS;3;6002;Engenharia de Alimentos;2806701;SAO CRISTOVAO;28
40366;UNOESC;82;19;Farmácia;4219309;VIDEIRA;42
40404;UCS;13;6307;Engenharia Ambiental;4305108;CAXIAS DO SUL;43
40405;UCS;13;6208;Engenharia de Produção;4305108;CAXIAS DO SUL;43
40425;FMABC;224;23;Enfermagem;3547809;SANTO ANDRE;35
40430;FMABC;224;19;Farmácia;3547809;SANTO ANDRE;35
40736;UCL;522;23;Enfermagem;3304557;RIO DE JANEIRO;33
40752;UFT;3849;51;Zootecnia;1702109;ARAGUAINA;17
40954;UTP;355;5710;Engenharia Civil;4106902;CURITIBA;41
40958;UTP;355;5902;Engenharia Mecânica;4106902;CURITIBA;41
40960;UTP;355;5806;Engenharia Elétrica;4106902;CURITIBA;41
41549;UNIFOA;489;5902;Engenharia Mecânica;3306305;VOLTA REDONDA;33
41624;UFOP;6;6307;Engenharia Ambiental;3146107;OURO PRETO;31
41626;UFOP;6;5814;Engenharia de Controle e Automação;3146107;OURO PRETO;31
41712;UNIDERP;671;5806;Engenharia Elétrica;5002704;CAMPO GRANDE;50
41723;UNIFOR;555;5806;Engenharia Elétrica;2304400;FORTALEZA;23
41746;UNIDERP;671;5710;Engenharia Civil;5002704;CAMPO GRANDE;50
41780;FEEVALE;23;21;Arquitetura e Urbanismo;4313409;NOVO HAMBURGO;43
41800;UNP;718;19;Farmácia;2408102;NATAL;24
41913;MACKENZIE;22;5806;Engenharia Elétrica;3550308;SAO PAULO;35
41944;UNOCHAPECÓ;3151;21;Arquitetura e Urbanismo;4204202;CHAPECO;42
41980;UNESA;163;23;Enfermagem;3304557;RIO DE JANEIRO;33
41987;UNESA;163;19;Farmácia;3304557;RIO DE JANEIRO;33
42005;UNESA;163;19;Farmácia;3304557;RIO DE JANEIRO;33
42154;UP;1042;6;Odontologia;4106902;CURITIBA;41
42559;UEL;9;5710;Engenharia Civil;4113700;LONDRINA;41
42566;UEL;9;5806;Engenharia Elétrica;4113700;LONDRINA;41
42668;UNIPAR;437;6;Odontologia;4104808;CASCAVEL;41
42963;UESPI;756;6;Odontologia;2207702;PARNAIBA;22
43012;UESPI;756;17;Agronomia;2207702;PARNAIBA;22
43088;;296;19;Farmácia;4301602;BAGE;43
43144;CESMAC;621;5;Medicina Veterinária;2704302;MACEIO;27
43148;CESMAC;621;36;Fisioterapia;2704302;MACEIO;27
43154;CESMAC;621;21;Arquitetura e Urbanismo;2704302;MACEIO;27
43222;UESPI;756;51;Zootecnia;2202901;CORRENTE;22
43255;FUMEC;1557;6307;Engenharia Ambiental;3106200;BELO HORIZONTE;31
43420;UNIVERSO;663;6208;Engenharia de Produção;3303302;NITEROI;33
43581;CEULP;453;36;Fisioterapia;1721000;PALMAS;17
43621;CEULP;453;55;Biomedicina;1721000;PALMAS;17
43974;ESBAM;1436;5;Medicina Veterinária;1302603;MANAUS;13
43986;UNICEUMA;823;19;Farmácia;2111300;SAO LUIS;21
43988;UNILESTE;878;36;Fisioterapia;3131307;IPATINGA;31
43993;UNILESTE;878;21;Arquitetura e Urbanismo;3119401;CORONEL FABRICIANO;31
44027;UNILESTE;878;23;Enfermagem;3131307;IPATINGA;31
44038;UNILESTE;878;5806;Engenharia Elétrica;3119401;CORONEL FABRICIANO;31
44081;UNILESTE;878;5902;Engenharia Mecânica;3119401;CORONEL FABRICIANO;31
44258;UFPB;579;23;Enfermagem;2507507;JOAO PESSOA;25
44281;UNIANDRADE;1232;23;Enfermagem;4106902;CURITIBA;41
44283;UNIANDRADE;1232;19;Farmácia;4106902;CURITIBA;41
44287;UNIANDRADE;1232;36;Fisioterapia;4106902;CURITIBA;41
44289;UNIANDRADE;1232;28;Nutrição;4106902;CURITIBA;41
44370;UFF;572;5902;Engenharia Mecânica;3306305;VOLTA REDONDA;33
44374;UFF;572;6208;Engenharia de Produção;3306305;VOLTA REDONDA;33
44431;PUC-RIO;528;6208;Engenharia de Produção;3304557;RIO DE JANEIRO;33
44508;Anhanguera SP;376;19;Farmácia;3548708;SAO BERNARDO DO CAMPO;35
44510;Anhanguera SP;376;19;Farmácia;3534401;OSASCO;35
44517;Anhanguera SP;376;5710;Engenharia Civil;3548708;SAO BERNARDO DO CAMPO;35
44520;Anhanguera SP;376;5710;Engenharia Civil;3534401;OSASCO;35
44662;Anhanguera SP;376;23;Enfermagem;3548708;SAO BERNARDO DO CAMPO;35
44664;Anhanguera SP;376;23;Enfermagem;3534401;OSASCO;35
44674;Anhanguera SP;376;36;Fisioterapia;3548708;SAO BERNARDO DO CAMPO;35
44678;Anhanguera SP;376;28;Nutrição;3548708;SAO BERNARDO DO CAMPO;35
44863;UVA;165;6208;Engenharia de Produção;3304557;RIO DE JANEIRO;33
44869;Anhanguera SP;376;5814;Engenharia de Controle e Automação;3534401;OSASCO;35
44878;Anhanguera SP;376;21;Arquitetura e Urbanismo;3548708;SAO BERNARDO DO CAMPO;35
44880;Anhanguera SP;376;21;Arquitetura e Urbanismo;3534401;OSASCO;35
44904;Anhanguera SP;376;36;Fisioterapia;3534401;OSASCO;35
44907;Anhanguera SP;376;28;Nutrição;3534401;OSASCO;35
44929;Anhanguera SP;376;5;Medicina Veterinária;3548708;SAO BERNARDO DO CAMPO;35
44934;Anhanguera SP;376;6;Odontologia;3550308;SAO PAULO;35
44963;Anhanguera SP;376;55;Biomedicina;3550308;SAO PAULO;35
44967;Anhanguera SP;376;23;Enfermagem;3550308;SAO PAULO;35
44969;Anhanguera SP;376;36;Fisioterapia;3550308;SAO PAULO;35
44971;Anhanguera SP;376;28;Nutrição;3550308;SAO PAULO;35
45018;UFRGS;581;23;Enfermagem;4314902;PORTO ALEGRE;43
45020;UFRGS;581;6208;Engenharia de Produção;4314902;PORTO ALEGRE;43
45070;UFRGS;581;28;Nutrição;4314902;PORTO ALEGRE;43
45403;UB;319;23;Enfermagem;3513702;DESCALVADO;35
45477;UPE;409;5806;Engenharia Elétrica;2611606;RECIFE;26
45492;UNIFOA;489;28;Nutrição;3306305;VOLTA REDONDA;33
45503;UNIFOA;489;6307;Engenharia Ambiental;3306305;VOLTA REDONDA;33
45559;SETREM;294;23;Enfermagem;4321808;TRES DE MAIO;43
45598;UEMS;1028;17;Agronomia;5001102;AQUIDAUANA;50
45693;UCS;13;23;Enfermagem;4305108;CAXIAS DO SUL;43
45723;FEEVALE;23;6208;Engenharia de Produção;4313409;NOVO HAMBURGO;43
45877;São Lucas PVH;1414;28;Nutrição;1100205;PORTO VELHO;11
45963;UERJ;547;5710;Engenharia Civil;3304557;RIO DE JANEIRO;33
45976;FOM;1592;6;Odontologia;1302603;MANAUS;13
46136;UNIFORMG;3983;23;Enfermagem;3126109;FORMIGA;31
46151;FCAA;1623;5;Medicina Veterinária;3502101;ANDRADINA;35
46178;UNIFIPMoc;4256;36;Fisioterapia;3143302;MONTES CLAROS;31
46206;Unopar;298;5806;Engenharia Elétrica;4113700;LONDRINA;41
46244;UNISUL;494;19;Farmácia;4218707;TUBARAO;42
46278;IAES;1638;6;Odontologia;1302603;MANAUS;13
46413;FASEH;1664;36;Fisioterapia;3171204;VESPASIANO;31
46742;UEM;57;23;Enfermagem;4115200;MARINGA;41
46871;FACESA;1580;23;Enfermagem;5221858;VALPARAISO DE GOIAS;52
46875;FCMSCSP;415;23;Enfermagem;3550308;SAO PAULO;35
46877;FCMSCSP;415;27;Fonoaudiologia;3550308;SAO PAULO;35
46900;UniFACENS;672;5902;Engenharia Mecânica;3552205;SOROCABA;35
46909;SÃO CAMILO-ES;739;23;Enfermagem;3201209;CACHOEIRO DE ITAPEMIRIM;32
46917;FESCG;862;19;Farmácia;5002704;CAMPO GRANDE;50
47040;;5303;17;Agronomia;5003702;DOURADOS;50
47095;FNM;1308;5806;Engenharia Elétrica;3205200;VILA VELHA;32
47181;;27;17;Agronomia;3169307;TRES CORACOES;31
47273;;27;5;Medicina Veterinária;3169307;TRES CORACOES;31
47295;UNISAL;1032;5806;Engenharia Elétrica;3501608;AMERICANA;35
47596;FAM;1310;5806;Engenharia Elétrica;3501608;AMERICANA;35
47597;FAM;1310;23;Enfermagem;3501608;AMERICANA;35
47615;FAFIBE;2774;36;Fisioterapia;3506102;BEBEDOURO;35
47675;FIFE;1299;27;Fonoaudiologia;3515509;FERNANDOPOLIS;35
47682;FIFE;1299;55;Biomedicina;3515509;FERNANDOPOLIS;35
47706;UNINILTONLINS;669;23;Enfermagem;1302603;MANAUS;13
47708;UNINILTONLINS;669;36;Fisioterapia;1302603;MANAUS;13
47712;UNINILTONLINS;669;27;Fonoaudiologia;1302603;MANAUS;13
47714;UNINILTONLINS;669;5;Medicina Veterinária;1302603;MANAUS;13
47716;UNINILTONLINS;669;21;Arquitetura e Urbanismo;1302603;MANAUS;13
47718;UNINILTONLINS;669;5710;Engenharia Civil;1302603;MANAUS;13
47852;UNIAMÉRICA;1716;23;Enfermagem;4108304;FOZ DO IGUACU;41
47854;UNIAMÉRICA;1716;36;Fisioterapia;4108304;FOZ DO IGUACU;41
47858;Facimp Wyden;1717;6;Odontologia;2105302;IMPERATRIZ;21
47918;CESCAGE;3193;6;Odontologia;4119905;PONTA GROSSA;41
47935;UNIFACID WYDEN;1734;36;Fisioterapia;2211001;TERESINA;22
48022;FACENE;1753;23;Enfermagem;2507507;JOAO PESSOA;25
48040;FAINOR;1758;6411;Engenharia de Computação I;2933307;VITORIA DA CONQUISTA;29
48113;FAHOR;1780;5902;Engenharia Mecânica;4309605;HORIZONTINA;43
48207;UNINGÁ;1430;23;Enfermagem;4115200;MARINGA;41
48211;UNINGÁ;1430;36;Fisioterapia;4115200;MARINGA;41
48229;IFPE;1809;92;Tecnologia em Gestão Ambiental;2611606;RECIFE;26
48451;ESCOLA DA CIDADE;1828;21;Arquitetura e Urbanismo;3550308;SAO PAULO;35
48540;;1412;5902;Engenharia Mecânica;3525904;JUNDIAI;35
48541;FAM;1310;36;Fisioterapia;3501608;AMERICANA;35
48547;;3603;28;Nutrição;3518800;GUARULHOS;35
48581;Estácio Bahia;1058;36;Fisioterapia;2927408;SALVADOR;29
48614;FAESPI;1677;27;Fonoaudiologia;2211001;TERESINA;22
48761;FAP;1325;36;Fisioterapia;4101408;APUCARANA;41
48771;FAG;1336;5710;Engenharia Civil;4104808;CASCAVEL;41
48806;FABA;1263;28;Nutrição;3304557;RIO DE JANEIRO;33
48810;FATEA;738;23;Enfermagem;3527207;LORENA;35
48842;FOC;234;6307;Engenharia Ambiental;3550308;SAO PAULO;35
48854;UCB;403;12;Medicina;5300108;BRASILIA;53
48915;UFVJM;596;6405;Engenharia Florestal;3121605;DIAMANTINA;31
48917;UFVJM;596;51;Zootecnia;3121605;DIAMANTINA;31
48919;UFVJM;596;36;Fisioterapia;3121605;DIAMANTINA;31
48921;UFVJM;596;17;Agronomia;3121605;DIAMANTINA;31
48923;UFVJM;596;19;Farmácia;3121605;DIAMANTINA;31
48926;UFVJM;596;28;Nutrição;3121605;DIAMANTINA;31
48995;UDC;1396;5710;Engenharia Civil;4108304;FOZ DO IGUACU;41
49006;UNIFEOB;1836;23;Enfermagem;3549102;SAO JOAO DA BOA VISTA;35
49015;UNIP;322;36;Fisioterapia;3550308;SAO PAULO;35
49060;UNINILTONLINS;669;12;Medicina;1302603;MANAUS;13
49075;Área1 Wyden;1410;6208;Engenharia de Produção;2927408;SALVADOR;29
49081;UNIJORGE;1185;6208;Engenharia de Produção;2927408;SALVADOR;29
49082;;1502;6008;Engenharia Química;3525904;JUNDIAI;35
49084;UNIDEP;1519;23;Enfermagem;4118501;PATO BRANCO;41
49088;FAP;1325;23;Enfermagem;4101408;APUCARANA;41
49094;FAR;781;17;Agronomia;5107602;RONDONOPOLIS;51
49105;FNM;1308;23;Enfermagem;3205200;VILA VELHA;32
49108;UniFAJ;1490;5;Medicina Veterinária;3524709;JAGUARIUNA;35
49140;PADRAO;1239;55;Biomedicina;5208707;GOIANIA;52
49234;UNIVATES;1041;5814;Engenharia de Controle e Automação;4311403;LAJEADO;43
49253;FAM;1310;19;Farmácia;3501608;AMERICANA;35
49322;FABA;1263;19;Farmácia;3304557;RIO DE JANEIRO;33
49349;FAJANSSEN;1923;5;Medicina Veterinária;3106200;BELO HORIZONTE;31
49369;;1598;5806;Engenharia Elétrica;3170206;UBERLANDIA;31
49480;UNICEUB;402;36;Fisioterapia;5300108;BRASILIA;53
49506;URI;423;21;Arquitetura e Urbanismo;4317400;SANTIAGO;43
49533;UVV;664;19;Farmácia;3205200;VILA VELHA;32
49564;UNAERP;208;23;Enfermagem;3543402;RIBEIRAO PRETO;35
49572;UNAERP;208;23;Enfermagem;3518701;GUARUJA;35
49634;UNAERP;208;36;Fisioterapia;3518701;GUARUJA;35
49673;UFS;3;6405;Engenharia Florestal;2806701;SAO CRISTOVAO;28
49697;FMU;374;27;Fonoaudiologia;3550308;SAO PAULO;35
49732;UNIARA;124;23;Enfermagem;3503208;ARARAQUARA;35
49740;UNIARA;124;5806;Engenharia Elétrica;3503208;ARARAQUARA;35
49743;UNIARA;124;6411;Engenharia de Computação I;3503208;ARARAQUARA;35
49754;UNIARA;124;19;Farmácia;3503208;ARARAQUARA;35
49813;UFRRJ;574;21;Arquitetura e Urbanismo;3305554;SEROPEDICA;33
49839;;27;28;Nutrição;3169307;TRES CORACOES;31
49842;;27;6307;Engenharia Ambiental;3169307;TRES CORACOES;31
49889;UNESA;163;23;Enfermagem;3301009;CAMPOS DOS GOYTACAZES;33
49897;UNESA;163;23;Enfermagem;3303401;NOVA FRIBURGO;33
49910;UESC;24;12;Medicina;2913606;ILHEUS;29
49984;PUC MINAS;338;27;Fonoaudiologia;3106200;BELO HORIZONTE;31
49994;UNESA;163;23;Enfermagem;3304557;RIO DE JANEIRO;33
50022;PUCPR;10;6307;Engenharia Ambiental;4106902;CURITIBA;41
50033;UNISANTA;952;19;Farmácia;3548500;SANTOS;35
50049;FAG;1336;28;Nutrição;4104808;CASCAVEL;41
50051;;1244;23;Enfermagem;3205309;VITORIA;32
50069;FAACZ;798;5902;Engenharia Mecânica;3200607;ARACRUZ;32
50071;FAACZ;798;21;Arquitetura e Urbanismo;3200607;ARACRUZ;32
50104;ESTÁCIO MACAPÁ;1591;28;Nutrição;1600303;MACAPA;16
50154;UNIDERP;671;23;Enfermagem;5002704;CAMPO GRANDE;50
50235;FAG;1336;21;Arquitetura e Urbanismo;4104808;CASCAVEL;41
50248;FAJANSSEN;1923;17;Agronomia;3106200;BELO HORIZONTE;31
50300;FAM;1310;28;Nutrição;3501608;AMERICANA;35
50302;UCS;13;36;Fisioterapia;4305108;CAXIAS DO SUL;43
50316;UNIAMÉRICA;1716;28;Nutrição;4108304;FOZ DO IGUACU;41
50392;UFC;583;51;Zootecnia;2304400;FORTALEZA;23
50449;FIEL;1444;23;Enfermagem;3526902;LIMEIRA;35
50474;UNIDEP;1519;36;Fisioterapia;4118501;PATO BRANCO;41
50478;UFMG;575;6208;Engenharia de Produção;3106200;BELO HORIZONTE;31
50526;FESL;517;23;Enfermagem;3524303;JABOTICABAL;35
50550;FEPI;1869;36;Fisioterapia;3132404;ITAJUBA;31
50618;IME;633;5710;Engenharia Civil;3304557;RIO DE JANEIRO;33
50622;IME;633;5806;Engenharia Elétrica;3304557;RIO DE JANEIRO;33
50623;IME;633;5902;Engenharia Mecânica;3304557;RIO DE JANEIRO;33
50626;IME;633;5902;Engenharia Mecânica;3304557;RIO DE JANEIRO;33
50627;IME;633;6008;Engenharia Química;3304557;RIO DE JANEIRO;33
50662;UNEC;3966;12;Medicina;3113404;CARATINGA;31
50797;FIEL;1444;5710;Engenharia Civil;3526902;LIMEIRA;35
50801;Faci Wyden;1423;5710;Engenharia Civil;1501402;BELEM;15
50807;UNIFESO;480;36;Fisioterapia;3305802;TERESOPOLIS;33
50809;UniEVANGÉLICA;384;36;Fisioterapia;5201108;ANAPOLIS;52
50811;UniFAJ;1490;36;Fisioterapia;3524709;JAGUARIUNA;35
50813;UNINOVAFAPI;1563;36;Fisioterapia;2211001;TERESINA;22
50815;UNINOVAFAPI;1563;27;Fonoaudiologia;2211001;TERESINA;22
50823;FASEH;1664;23;Enfermagem;3171204;VESPASIANO;31
50829;UniFAJ;1490;23;Enfermagem;3524709;JAGUARIUNA;35
50832;FOC;234;6008;Engenharia Química;3550308;SAO PAULO;35
50859;UNIAMÉRICA;1716;55;Biomedicina;4108304;FOZ DO IGUACU;41
50884;UnirG;750;6;Odontologia;1709500;GURUPI;17
50886;UnirG;750;36;Fisioterapia;1709500;GURUPI;17
50920;FMPFM;1876;6307;Engenharia Ambiental;3530706;MOGI-GUACU;35
50926;UNICEUMA;823;36;Fisioterapia;2111300;SAO LUIS;21
50928;UNICEUMA;823;27;Fonoaudiologia;2111300;SAO LUIS;21
50945;UMESP;167;55;Biomedicina;3548708;SAO BERNARDO DO CAMPO;35
50956;UNIFAMEC;1170;6208;Engenharia de Produção;2905701;CAMACARI;29
50965;UNIÍTALO;206;23;Enfermagem;3550308;SAO PAULO;35
50979;UNIFACID WYDEN;1734;6;Odontologia;2211001;TERESINA;22
50992;São Lucas PVH;1414;27;Fonoaudiologia;1100205;PORTO VELHO;11
51042;UEMS;1028;17;Agronomia;5002902;CASSILANDIA;50
51046;UNICAMP;54;27;Fonoaudiologia;3509502;CAMPINAS;35
51061;UNIVATES;1041;6208;Engenharia de Produção;4311403;LAJEADO;43
51068;UNIVATES;1041;19;Farmácia;4311403;LAJEADO;43
51102;UNIVATES;1041;36;Fisioterapia;4311403;LAJEADO;43
51104;;1883;5;Medicina Veterinária;2919207;LAURO DE FREITAS;29
51106;;1883;28;Nutrição;2919207;LAURO DE FREITAS;29
51127;FATEC;1319;23;Enfermagem;3147006;PARACATU;31
51164;UNICAP;11;6307;Engenharia Ambiental;2611606;RECIFE;26
51244;UNIPAC;308;19;Farmácia;3105608;BARBACENA;31
51264;UNIFIPMoc;4256;23;Enfermagem;3143302;MONTES CLAROS;31
51270;UNINASSAU;1917;23;Enfermagem;1100049;CACOAL;11
51281;UNICEPLAC;5439;19;Farmácia;5300108;BRASILIA;53
51289;FESURV;3974;36;Fisioterapia;5218805;RIO VERDE;52
51320;;1927;23;Enfermagem;4128203;UNIAO DA VITORIA;41
51324;;1927;28;Nutrição;4128203;UNIAO DA VITORIA;41
51336;UNIPAC;308;36;Fisioterapia;3136702;JUIZ DE FORA;31
51339;UNIPAC;308;5;Medicina Veterinária;3136702;JUIZ DE FORA;31
51352;UNIPAC;308;19;Farmácia;3136702;JUIZ DE FORA;31
51371;UNIP;322;36;Fisioterapia;3549904;SAO JOSE DOS CAMPOS;35
51386;UNIP;322;36;Fisioterapia;1302603;MANAUS;13
51400;UNIP;322;19;Farmácia;5300108;BRASILIA;53
51407;UNIP;322;36;Fisioterapia;5300108;BRASILIA;53
51409;UNIP;322;36;Fisioterapia;5208707;GOIANIA;52
51415;UNIP;322;28;Nutrição;5208707;GOIANIA;52
51458;UNIP;322;28;Nutrição;5300108;BRASILIA;53
51558;UNEMAT;719;23;Enfermagem;5102504;CACERES;51
51564;UVA;165;28;Nutrição;3304557;RIO DE JANEIRO;33
